"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-170984","R-HSA-170984","ARMS-mediated activation","34/733","203/7444",0.00131850972737813,0.0293875533467549,0.0268239327128547,"ACTN2/ANGPT1/ARRB1/ARRB2/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GFRA1/HGF/IL3RA/ITGA2B/ITGB3/JAK2/KL/LAT/PDGFRA/PDGFRB/PPP2R5B/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPTBN1/SYNGAP1/TEK",34
"R-HSA-187037","R-HSA-187037","NGF signalling via TRKA from the plasma membrane","49/733","326/7444",0.00157637542038099,0.0344720587211617,0.031464891707704,"ACTN2/ADCY4/ADCY6/ADORA2A/ANGPT1/ARRB1/ARRB2/DLG4/DNM3/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GFRA1/HGF/IL3RA/ITGA2B/ITGB3/ITPR1/JAK2/KL/LAT/MEF2C/NR4A1/PDE1B/PDE1C/PDGFRA/PDGFRB/PHLPP2/PIK3CD/PLCG1/PPP2R5B/PRKAR2B/PRKCE/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/RPS6KA2/SHC2/SPTBN1/SYNGAP1/TEK",49
"R-HSA-216083","R-HSA-216083","Integrin cell surface interactions","17/733","80/7444",0.00169614638349196,0.0364043270086515,0.0332285987409243,"COL13A1/COL4A3/COL4A4/COL6A6/ICAM2/ICAM5/ITGA1/ITGA10/ITGA2B/ITGA7/ITGA8/ITGAL/ITGAX/ITGB3/JAM2/JAM3/KDR",17
"R-HSA-2871796","R-HSA-2871796","FCERI mediated MAPK activation","36/733","222/7444",0.00173822261708229,0.0366290911490613,0.0334337556012957,"ACTN2/ANGPT1/ARRB1/ARRB2/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GFRA1/GRAP2/HGF/IL3RA/ITGA2B/ITGB3/JAK2/KL/LAT/PDGFRA/PDGFRB/PLCG1/PPP2R5B/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPTBN1/SYNGAP1/TEK",36
"R-HSA-187687","R-HSA-187687","Signalling to ERKs","35/733","216/7444",0.00202942825013465,0.0416905658612033,0.0380536930116791,"ACTN2/ANGPT1/ARRB1/ARRB2/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GFRA1/HGF/IL3RA/ITGA2B/ITGB3/JAK2/KL/LAT/PDGFRA/PDGFRB/PLCG1/PPP2R5B/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPTBN1/SYNGAP1/TEK",35
"R-HSA-392517","R-HSA-392517","Rap1 signalling","6/733","15/7444",0.00205035569809196,0.0416905658612033,0.0380536930116791,"PRKG1/RAF1/RAPGEF3/RAPGEF4/RASGRP2/SIPA1",6
"R-HSA-1433557","R-HSA-1433557","Signaling by SCF-KIT","43/733","282/7444",0.00226688314356256,0.0452985786791208,0.0413469611484641,"ACTN2/ANGPT1/ARRB1/ARRB2/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GAB2/GFRA1/GRAP/GRAP2/HGF/IL3RA/ITGA2B/ITGB3/JAK2/KL/LAT/NR4A1/PDGFRA/PDGFRB/PHLPP2/PIK3CD/PPP2R5B/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SH2B3/SHC2/SPTBN1/STAT5A/STAT5B/SYNGAP1/TEK",43
"R-HSA-167044","R-HSA-167044","Signalling to RAS","34/733","210/7444",0.00236956195177844,0.0465478356290035,0.0424872392780969,"ACTN2/ANGPT1/ARRB1/ARRB2/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GFRA1/HGF/IL3RA/ITGA2B/ITGB3/JAK2/KL/LAT/PDGFRA/PDGFRB/PPP2R5B/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP4/SHC2/SPTBN1/SYNGAP1/TEK",34
"R-HSA-139853","R-HSA-139853","Elevation of cytosolic Ca2+ levels","5/733","11/7444",0.00254413583039205,0.047837473301253,0.043664375521329,"ITPR1/P2RX1/P2RX2/P2RX7/TRPC6",5
"R-HSA-390696","R-HSA-390696","Adrenoceptors","4/733","7/7444",0.00255903653552863,0.047837473301253,0.043664375521329,"ADRA1A/ADRA1D/ADRB1/ADRB2",4
"R-HSA-418890","R-HSA-418890","Role of second messengers in netrin-1 signaling","4/733","7/7444",0.00255903653552863,0.047837473301253,0.043664375521329,"PLCG1/TRPC1/TRPC4/TRPC6",4
"R-HSA-456926","R-HSA-456926","Thrombin signalling through proteinase activated receptors (PARs)","8/733","26/7444",0.00265364838154391,0.0488187059398317,0.0445600104169028,"ARRB1/ARRB2/F2RL3/GNA14/GNAQ/GNG11/GNG2/GNG7",8
"R-HSA-2454202","R-HSA-2454202","Fc epsilon receptor (FCERI) signaling","47/733","318/7444",0.00275390399715385,0.0498714801984581,0.0455209460055859,"ACTN2/ANGPT1/ARRB1/ARRB2/BTK/DLG4/DUSP1/EREG/FGF2/FGF7/FGFR4/FYN/GAB2/GFRA1/GRAP2/HGF/IL3RA/ITGA2B/ITGB3/ITK/ITPR1/JAK2/KL/LAT/NR4A1/PDGFRA/PDGFRB/PHLPP2/PIK3CD/PLCG1/PPP2R5B/PSMD6/RAF1/RAPGEF2/RASA2/RASA3/RASAL3/RASGRF2/RASGRP2/RASGRP4/RELA/SHC2/SPTBN1/SYNGAP1/TEK/TRAF6/TXK",47
