"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-166663","R-HSA-166663","Initial triggering of complement","12/1551","16/7442",5.06566835710201e-06,0.000193091358553065,0.00016655541161741,"C1QA/C1QB/C1R/C1S/C2/C3/C4A/CFD/CFP/FCN1/FCN3/MASP1",12
"R-HSA-3000178","R-HSA-3000178","ECM proteoglycans","29/1551","64/7442",8.92996580366807e-06,0.000330663876615823,0.000285221764917158,"BGN/COL4A1/COL4A2/COL4A3/COL4A4/COL5A3/COL6A1/COL6A2/COL6A6/DCN/FMOD/FN1/ITGA2B/ITGA7/ITGA8/ITGA9/ITGAX/ITGB3/LAMA2/LAMA4/LAMB1/LAMB2/MATN3/NCAM1/SERPINE1/TGFB2/TNR/TNXB/VTN",29
"R-HSA-6785807","R-HSA-6785807","Interleukin-4 and 13 signaling","37/1551","91/7442",1.22429294470796e-05,0.000440745460094866,0.000380175177567209,"ALOX5/BCL6/CCL2/CD36/CEBPD/F13A1/FGF2/FN1/FOS/FOXO1/HGF/HMOX1/ICAM1/IL4R/IL6/IL6R/ITGAM/ITGAX/ITGB2/JAK2/JAK3/JUNB/MAOA/MCL1/MMP2/MUC1/NDN/PIK3R1/RHOU/RORA/RORC/S1PR1/SOCS3/TIMP1/TNFRSF1B/VIM/ZEB1",37
"R-HSA-140877","R-HSA-140877","Formation of Fibrin Clot (Clotting Cascade)","14/1551","22/7442",1.61017881604872e-05,0.000563997769080848,0.000486489303739328,"A2M/F10/F11/F13A1/F5/F8/FGA/FGG/PROS1/PRTN3/SERPING1/TFPI/THBD/VWF",14
"R-HSA-2173782","R-HSA-2173782","Binding and Uptake of Ligands by Scavenger Receptors","18/1551","34/7442",3.50764197361587e-05,0.00119629052573846,0.00103188802658727,"ALB/CD163/CD36/COL4A1/COL4A2/COLEC12/HBA1/HBA2/HBB/HP/LRP1/MARCO/MASP1/MSR1/SCARA5/SCARF1/SCGB3A2/STAB1",18
"R-HSA-418457","R-HSA-418457","cGMP effects","11/1551","16/7442",4.78966288274163e-05,0.00159164181949568,0.00137290741740124,"ITPR1/KCNMB1/KCNMB4/MRVI1/PDE1A/PDE1B/PDE2A/PDE3A/PDE3B/PDE5A/PRKG1",11
"R-HSA-202433","R-HSA-202433","Generation of second messenger molecules","16/1551","29/7442",4.92834074177462e-05,0.00159678240033498,0.00137734154414859,"CD247/CD4/EVL/GRAP2/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQB1/HLA-DRA/HLA-DRB1/HLA-DRB5/ITK/LAT/LCP2/WAS/ZAP70",16
"R-HSA-416482","R-HSA-416482","G alpha (12/13) signalling events","32/1551","79/7442",5.11023688010856e-05,0.00161533341380993,0.00139334314933897,"ABR/ADRA1A/ADRA1B/ADRA1D/AKAP13/ARHGEF1/LOC100505585/ARHGEF10/ARHGEF10L/ARHGEF15/ARHGEF17/ARHGEF2/ARHGEF38/ARHGEF6/ARHGEF7/FGD2/FGD3/FGD4/GNG11/GNG2/GNG7/KALRN/MCF2L/OBSCN/PIK3R1/PIK3R3/PLEKHG2/PREX1/RASGRF2/RHOB/ROCK2/TBXA2R",32
"R-HSA-2142753","R-HSA-2142753","Arachidonic acid metabolism","21/1551","44/7442",5.99351570507131e-05,0.00184942770327915,0.00159526658616184,"ALOX15B/ALOX5/ALOX5AP/CYP1A1/CYP1B1/CYP2U1/CYP4B1/DPEP2/GGT1/GGT2/LOC102724197/HPGD/HPGDS/LTA4H/LTC4S/PON2/PON3/PTGDS/PTGIS/PTGS1/TBXAS1",21
"R-HSA-112316","R-HSA-112316","Neuronal System","67/1551","208/7442",6.69923909379721e-05,0.00201911950361888,0.00174163816832623,"ABCC8/ABCC9/ACHE/ACTN2/ADCY4/ADCY5/ADCY6/ADCY7/ADCY9/ALDH2/BCHE/BEGAIN/CACNA2D2/CACNB1/CACNB2/CACNB4/CACNG4/CPLX1/DLG2/DLG4/EPB41L2/EPB41L3/EPB41L5/GABBR1/GJC1/GLS/GLUL/GNAI2/GNG11/GNG2/GNG7/GRIA1/GRIK4/KCNA3/KCNA5/KCNAB1/KCNAB2/KCNJ12/KCNJ8/KCNK17/KCNK3/KCNMB1/KCNMB4/KCNQ1/KCNQ3/KCNQ4/LIN7A/MAOA/NCALD/PLCB2/PRKCA/PRKCB/PTPRD/RASGRF1/RASGRF2/RPS6KA2/RRAS/SHANK2/SLC18A2/SLC1A1/SLC6A1/SLC6A4/SNAP25/STXBP1/TSPAN7/UNC13B/VAMP2",67
"R-HSA-391908","R-HSA-391908","Prostanoid ligand receptors","6/1551","6/7442",8.13211016552199e-05,0.00239527608511739,0.00206610071669482,"PTGER2/PTGER3/PTGER4/PTGFR/PTGIR/TBXA2R",6
"R-HSA-2172127","R-HSA-2172127","DAP12 interactions","92/1551","308/7442",8.42759550059804e-05,0.00240291924300118,0.00207269349907997,"ACTN2/ADCY4/ADCY5/ADCY6/ADCY7/ADCY9/AKT3/ANGPT1/APBB1IP/ARRB1/ARRB2/BTK/CD300E/CD80/CLEC5A/CNKSR2/CSF2RA/CSF2RB/DLG4/DUSP1/DUSP8/ERBB4/EREG/FGA/FGF2/FGF7/FGFR1/FGFR4/FGG/FN1/FOXO1/FYN/GAB1/GFRA1/GRAP2/HBEGF/HGF/HLA-B/HLA-C/HLA-E/IL3RA/IRS2/ITGA2B/ITGB3/ITPR1/JAK2/JAK3/KIT/KL/KLRD1/KLRK1/KLRC4-KLRK1/KSR1/LAT/LCP2/NCAM1/NR4A1/PDE1A/PDE1B/PDE1C/PDGFB/PDGFRA/PDGFRB/PIK3CD/PIK3R1/PIK3R3/PIP5K1B/PRKAR2B/PRKCA/PRKCE/PTEN/RAPGEF2/RASA3/RASA4/LOC102724229/RASAL3/RASGRF1/RASGRF2/RASGRP3/RASGRP4/SHC2/SHC3/SIGLEC14/SIRPB1/SPTAN1/SPTBN1/SYNGAP1/TEK/TLN1/TREM1/TYROBP/VWF",92
"R-HSA-445355","R-HSA-445355","Smooth Muscle Contraction","16/1551","30/7442",8.52888002917086e-05,0.00240291924300118,0.00207269349907997,"ACTA2/ACTG2/ANXA6/CALD1/DYSF/ITGA1/LMOD1/MYH11/MYL9/MYLK/PXN/SORBS1/SORBS3/TLN1/TPM1/TPM2",16
"R-HSA-2129379","R-HSA-2129379","Molecules associated with elastic fibres","18/1551","36/7442",9.39647961781029e-05,0.00259102927333662,0.0022349521509775,"BMP2/BMP4/EFEMP1/EFEMP2/ELN/EMILIN2/FBLN1/FBLN5/FBN1/FBN3/FN1/ITGA8/ITGB3/LTBP2/LTBP4/MFAP4/TGFB2/VTN",18
"R-HSA-5687613","R-HSA-5687613","Diseases associated with surfactant metabolism","8/1551","10/7442",0.000105072203686652,0.00281077059175292,0.00242449510107342,"CSF2RA/CSF2RB/SFTA3/SFTPA1/SFTPA2/SFTPB/SFTPC/SFTPD",8
"R-HSA-202430","R-HSA-202430","Translocation of ZAP-70 to Immunological synapse","11/1551","17/7442",0.000110135908982973,0.00281077059175292,0.00242449510107342,"CD247/CD4/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQB1/HLA-DRA/HLA-DRB1/HLA-DRB5/PTPN22/ZAP70",11
"R-HSA-166786","R-HSA-166786","Creation of C4 and C2 activators","7/1551","8/7442",0.000110609027916203,0.00281077059175292,0.00242449510107342,"C1QA/C1QB/C1R/C1S/FCN1/FCN3/MASP1",7
"R-HSA-2168880","R-HSA-2168880","Scavenging of heme from plasma","7/1551","8/7442",0.000110609027916203,0.00281077059175292,0.00242449510107342,"ALB/CD163/HBA1/HBA2/HBB/HP/LRP1",7
"R-HSA-380108","R-HSA-380108","Chemokine receptors bind chemokines","16/1551","31/7442",0.000142386397140138,0.00348175039044563,0.00300326422567679,"CCL13/CCL21/CCR1/CCR2/CCR4/CCRL2/CX3CR1/CXCL12/CXCL16/CXCL2/CXCL3/CXCL5/CXCR1/CXCR2/CXCR4/PPBP",16
"R-HSA-419037","R-HSA-419037","NCAM1 interactions","16/1551","31/7442",0.000142386397140138,0.00348175039044563,0.00300326422567679,"CACNA1C/CACNA1D/CACNA1H/CACNB1/CACNB2/CACNB4/COL4A1/COL4A2/COL4A3/COL4A4/COL5A3/COL6A1/COL6A2/COL6A6/GFRA1/NCAM1",16
"R-HSA-202427","R-HSA-202427","Phosphorylation of CD3 and TCR zeta chains","12/1551","20/7442",0.00015112069831315,0.00362689675951559,0.00312846357911433,"CD247/CD4/HLA-DPA1/HLA-DPB1/HLA-DQA1/HLA-DQB1/HLA-DRA/HLA-DRB1/HLA-DRB5/PAG1/PTPN22/PTPRC",12
"R-HSA-140875","R-HSA-140875","Common Pathway of Fibrin Clot Formation","9/1551","13/7442",0.000228528696644911,0.00538496710639644,0.0046449277672133,"F10/F13A1/F5/F8/FGA/FGG/PROS1/PRTN3/THBD",9
"R-HSA-1474228","R-HSA-1474228","Degradation of the extracellular matrix","39/1551","110/7442",0.000256616847325937,0.00593884703811453,0.00512268969661926,"A2M/ADAMTS1/ADAMTS4/ADAMTS8/ADAMTS9/CAPN2/CAPN3/CAPN8/CAPN9/COL13A1/COL14A1/COL4A1/COL4A2/COL4A3/COL4A4/COL5A3/COL6A1/COL6A2/COL6A6/COL8A1/CTSG/CTSS/DCN/ELANE/ELN/FBN1/FBN3/FN1/LAMB1/MMP19/MMP2/MMP24/MMP25/MMP8/NID1/TIMP1/TIMP2/TLL1/TPSAB1",39
"R-HSA-5576893","R-HSA-5576893","Phase 2 - plateau phase","10/1551","16/7442",0.0003478245291747,0.00790843140018265,0.00682160018436808,"CACNA1C/CACNA1D/CACNA2D2/CACNA2D4/CACNB1/CACNB2/CACNB4/CACNG4/KCNE1/KCNQ1",10
"R-HSA-5683678","R-HSA-5683678","Defective ABCA3 causes pulmonary surfactant metabolism dysfunction type 3 (SMDP3)","5/1551","5/7442",0.000391193423680382,0.00874114960499612,0.00753988050723349,"SFTPA1/SFTPA2/SFTPB/SFTPC/SFTPD",5
"R-HSA-1566948","R-HSA-1566948","Elastic fibre formation","19/1551","43/7442",0.000465049807119188,0.0101059863386087,0.00871715195874139,"BMP2/BMP4/EFEMP1/EFEMP2/ELN/EMILIN2/FBLN1/FBLN5/FBN1/FBN3/FN1/ITGA5/ITGA8/ITGB3/LTBP2/LTBP4/MFAP4/TGFB2/VTN",19
"R-HSA-390696","R-HSA-390696","Adrenoceptors","6/1551","7/7442",0.000467869737898549,0.0101059863386087,0.00871715195874139,"ADRA1A/ADRA1B/ADRA1D/ADRA2A/ADRB1/ADRB2",6
"R-HSA-2219530","R-HSA-2219530","Constitutive Signaling by Aberrant PI3K in Cancer","20/1551","47/7442",0.000604136628215464,0.0128354273797908,0.011071494377305,"CD80/ERBB4/EREG/FGF2/FGF7/FGFR1/FGFR4/FYN/GAB1/HBEGF/HGF/IRS2/KIT/KL/PDGFB/PDGFRA/PDGFRB/PIK3CD/PIK3R1/PIK3R3",20
"R-HSA-375165","R-HSA-375165","NCAM signaling for neurite out-growth","69/1551","231/7442",0.00063330129305215,0.0130220835812207,0.0112324989954974,"ACTN2/ANGPT1/APBB1IP/ARRB1/ARRB2/CACNA1C/CACNA1D/CACNA1H/CACNB1/CACNB2/CACNB4/CNKSR2/COL4A1/COL4A2/COL4A3/COL4A4/COL5A3/COL6A1/COL6A2/COL6A6/CSF2RA/CSF2RB/DLG4/DUSP1/DUSP8/ERBB4/EREG/FGA/FGF2/FGF7/FGFR1/FGFR4/FGG/FN1/FYN/GFRA1/HBEGF/HGF/IL3RA/IRS2/ITGA2B/ITGB3/JAK2/JAK3/KIT/KL/KSR1/LAT/NCAM1/PDGFB/PDGFRA/PDGFRB/RAPGEF2/RASA3/RASA4/LOC102724229/RASAL3/RASGRF1/RASGRF2/RASGRP3/RASGRP4/SHC2/SHC3/SPTAN1/SPTBN1/SYNGAP1/TEK/TLN1/VWF",69
"R-HSA-112315","R-HSA-112315","Transmission across Chemical Synapses","45/1551","137/7442",0.000633852973693806,0.0130220835812207,0.0112324989954974,"ACHE/ACTN2/ADCY4/ADCY5/ADCY6/ADCY7/ADCY9/ALDH2/BCHE/CACNA2D2/CACNB1/CACNB2/CACNB4/CACNG4/CPLX1/DLG4/GABBR1/GLS/GLUL/GNAI2/GNG11/GNG2/GNG7/GRIA1/GRIK4/KCNJ12/LIN7A/MAOA/NCALD/PLCB2/PRKCA/PRKCB/RASGRF1/RASGRF2/RPS6KA2/RRAS/SLC18A2/SLC1A1/SLC6A1/SLC6A4/SNAP25/STXBP1/TSPAN7/UNC13B/VAMP2",45
"R-HSA-418346","R-HSA-418346","Platelet homeostasis","27/1551","71/7442",0.000643065855862751,0.0130220835812207,0.0112324989954974,"ATP2A3/FGR/GNG11/GNG2/GNG7/GUCY1A2/GUCY1A3/GUCY1B3/ITPR1/KCNMB1/KCNMB4/MRVI1/NOS1/NOS3/P2RX1/P2RX2/P2RX7/PDE1A/PDE1B/PDE2A/PDE3A/PDE3B/PDE5A/PRKG1/PTGIR/SLC8A1/TRPC6",27
"R-HSA-5576892","R-HSA-5576892","Phase 0 - rapid depolarisation","14/1551","29/7442",0.000887486102169387,0.0176951075140235,0.0152633237328565,"CACNA1C/CACNA1D/CACNA2D2/CACNA2D4/CACNB1/CACNB2/CACNB4/CACNG4/FGF14/SCN1A/SCN1B/SCN3B/SCN4B/SCN7A",14
"R-HSA-5686938","R-HSA-5686938","Regulation of TLR by endogenous ligand","9/1551","15/7442",0.0010632410716292,0.020878188315628,0.0180089636055856,"CD14/CD36/FGA/FGG/SFTPA1/SFTPA2/SFTPD/TLR2/TLR4",9
"R-HSA-391903","R-HSA-391903","Eicosanoid ligand-binding receptors","7/1551","10/7442",0.00111351626207307,0.0214470083354986,0.0184996124531348,"GPR17/PTGER2/PTGER3/PTGER4/PTGFR/PTGIR/TBXA2R",7
"R-HSA-2424491","R-HSA-2424491","DAP12 signaling","85/1551","301/7442",0.00112530599291196,0.0214470083354986,0.0184996124531348,"ACTN2/ADCY4/ADCY5/ADCY6/ADCY7/ADCY9/AKT3/ANGPT1/APBB1IP/ARRB1/ARRB2/BTK/CD80/CNKSR2/CSF2RA/CSF2RB/DLG4/DUSP1/DUSP8/ERBB4/EREG/FGA/FGF2/FGF7/FGFR1/FGFR4/FGG/FN1/FOXO1/FYN/GAB1/GFRA1/GRAP2/HBEGF/HGF/HLA-E/IL3RA/IRS2/ITGA2B/ITGB3/ITPR1/JAK2/JAK3/KIT/KL/KLRD1/KLRK1/KLRC4-KLRK1/KSR1/LAT/LCP2/NCAM1/NR4A1/PDE1A/PDE1B/PDE1C/PDGFB/PDGFRA/PDGFRB/PIK3CD/PIK3R1/PIK3R3/PIP5K1B/PRKAR2B/PRKCA/PRKCE/PTEN/RAPGEF2/RASA3/RASA4/LOC102724229/RASAL3/RASGRF1/RASGRF2/RASGRP3/RASGRP4/SHC2/SHC3/SPTAN1/SPTBN1/SYNGAP1/TEK/TLN1/TYROBP/VWF",85
"R-HSA-383280","R-HSA-383280","Nuclear Receptor transcription pathway","16/1551","37/7442",0.00170461347038774,0.0320170877916305,0.0276170786506754,"AR/ESR1/NR1H3/NR2C1/NR2F1/NR3C2/NR4A1/NR4A2/NR4A3/NR5A2/PGR/PPARG/RARA/RORA/RORC/THRA",16
"R-HSA-451927","R-HSA-451927","Interleukin-2 signaling","64/1551","219/7442",0.00179965549956181,0.033319336106173,0.0287403630155585,"ACTN2/ANGPT1/APBB1IP/ARRB1/ARRB2/CNKSR2/CSF2RA/CSF2RB/DLG4/DUSP1/DUSP8/ERBB4/EREG/FGA/FGF2/FGF7/FGFR1/FGFR4/FGG/FN1/FYN/GAB2/GFRA1/HAVCR2/HBEGF/HGF/IL3RA/INPP5D/INPPL1/IRS2/ITGA2B/ITGB3/JAK2/JAK3/KIT/KL/KSR1/LAT/NCAM1/PDGFB/PDGFRA/PDGFRB/PIK3CD/PIK3R1/PIK3R3/RAPGEF2/RASA3/RASA4/LOC102724229/RASAL3/RASGRF1/RASGRF2/RASGRP3/RASGRP4/SHC2/SHC3/SPTAN1/SPTBN1/STAT5A/STAT5B/SYNGAP1/TEK/TLN1/VWF",64
"R-HSA-166665","R-HSA-166665","Terminal pathway of complement","4/1551","4/7442",0.00188086404999009,0.0335327909841709,0.0289244834512586,"C5/C6/C7/CLU",4
"R-HSA-70921","R-HSA-70921","Histidine catabolism","4/1551","4/7442",0.00188086404999009,0.0335327909841709,0.0289244834512586,"CARNS1/HAL/HDC/HNMT",4
"R-HSA-112311","R-HSA-112311","Neurotransmitter Clearance In The Synaptic Cleft","5/1551","6/7442",0.00194055503380619,0.0335327909841709,0.0289244834512586,"ACHE/ALDH2/BCHE/MAOA/SLC6A4",5
"R-HSA-1247673","R-HSA-1247673","Erythrocytes take up oxygen and release carbon dioxide","5/1551","6/7442",0.00194055503380619,0.0335327909841709,0.0289244834512586,"AQP1/CA4/HBA1/HBA2/HBB",5
"R-HSA-174577","R-HSA-174577","Activation of C3 and C5","5/1551","6/7442",0.00194055503380619,0.0335327909841709,0.0289244834512586,"C2/C3/C4A/C5/CFP",5
"R-HSA-2142691","R-HSA-2142691","Synthesis of Leukotrienes (LT) and Eoxins (EX)","9/1551","16/7442",0.00198306234049929,0.0338164314906194,0.0291691441220255,"ALOX5/ALOX5AP/CYP4B1/DPEP2/GGT1/GGT2/LOC102724197/LTA4H/LTC4S",9
"R-HSA-416700","R-HSA-416700","Other semaphorin interactions","10/1551","19/7442",0.00216540715638113,0.0359790727521788,0.031034580297932,"ITGA1/PLXNA2/PLXNA4/PLXNC1/PLXND1/PTPRC/SEMA3E/SEMA5A/SEMA6A/TYROBP",10
"R-HSA-5669034","R-HSA-5669034","TNFs bind their physiological receptors","10/1551","19/7442",0.00216540715638113,0.0359790727521788,0.031034580297932,"EDA/EDA2R/TNFRSF11B/TNFRSF14/TNFRSF1B/TNFRSF6B/TNFSF13/TNFSF13B/TNFSF14/TNFSF8",10
"R-HSA-193648","R-HSA-193648","NRAGE signals death through JNK","21/1551","55/7442",0.00234652364195262,0.0384948688603873,0.0332046383444861,"ABR/AKAP13/ARHGEF1/LOC100505585/ARHGEF10/ARHGEF10L/ARHGEF15/ARHGEF17/ARHGEF2/ARHGEF38/ARHGEF6/ARHGEF7/FGD2/FGD3/FGD4/KALRN/MCF2L/OBSCN/PLEKHG2/PREX1/RASGRF2",21
"R-HSA-6783783","R-HSA-6783783","Interleukin-10 signaling","16/1551","38/7442",0.00238309928401142,0.038606208400985,0.0333006768371069,"CCL2/CCL4/CCR1/CCR2/CD80/CSF1/CSF3/CXCL2/FPR1/ICAM1/IL10RA/IL1R1/IL1R2/IL6/TIMP1/TNFRSF1B",16
"R-HSA-422356","R-HSA-422356","Regulation of insulin secretion","23/1551","63/7442",0.00293856528078844,0.047017044492615,0.0405556377933375,"ABCC8/ADCY5/ADCY6/ADRA2A/CACNA1C/CACNA1D/CACNA2D2/CACNB2/GNA14/GNAI2/GNAQ/GNG11/GNG2/GNG7/ITPR1/PLCB2/PRKAR2B/PRKCA/RAPGEF3/RAPGEF4/SNAP25/STXBP1/VAMP2",23
"R-HSA-2022377","R-HSA-2022377","Metabolism of Angiotensinogen to Angiotensins","8/1551","14/7442",0.00312937146468544,0.0477137108027333,0.0411565634117144,"ACE/AGT/ANPEP/CPA3/CPB2/CTSG/ENPEP/MME",8
"R-HSA-354194","R-HSA-354194","GRB2:SOS provides linkage to MAPK signaling for Integrins ","8/1551","14/7442",0.00312937146468544,0.0477137108027333,0.0411565634117144,"APBB1IP/FGA/FGG/FN1/ITGA2B/ITGB3/TLN1/VWF",8
"R-HSA-372708","R-HSA-372708","p130Cas linkage to MAPK signaling for integrins","8/1551","14/7442",0.00312937146468544,0.0477137108027333,0.0411565634117144,"APBB1IP/FGA/FGG/FN1/ITGA2B/ITGB3/TLN1/VWF",8
"R-HSA-399955","R-HSA-399955","SEMA3A-Plexin repulsion signaling by inhibiting Integrin adhesion","8/1551","14/7442",0.00312937146468544,0.0477137108027333,0.0411565634117144,"FES/FYN/NRP1/PLXNA2/PLXNA4/RND1/RRAS/TLN1",8
